International Conference of the I.U.A. in Helsinki from August 7 to 10, 1998	Congreso Internacional de la I.U.A. en Helsinki del 7 al 10 de agosto de 1998
Meeting of September 21, 1997 in Villebon-Sur-Yvette	Reunión del 21 de septiembre de 1997 en Villebon-Sur-Yvette
Metaphysical Thoughts of an Agnostic	Pensamientos metafísicos de un agnóstico
Coherence, or Principle of Evanescence?	¿Coherencia o principio de evanescencia?
The Spirit of Truth: Unifying Pole of Religions?	El Espíritu de la Verdad: ¿polo unificador de las religiones?
Personality, Identity, Divinity	Personalidad, Identidad, Divinidad
1998	1998
Le Lien Urantien — Issue 6 — Summer 1998	Le Lien Urantien — Número 6 — Verano 1998
Le Lien Urantien — Issue 6 — Summer 1998 — Contents	Le Lien Urantien — Número 6 — Verano de 1998
Awaiting the Resurrection	Esperando la resurrección
Contribution to Jean Royer's article “Coherence, or principle of evanescence?” from Lien n5	Contribución al artículo de Jean Royer “¿Coherencia o principio de evanescencia? » del enlace n5
Le Lien Urantien — Issue 7 — Autumn 1998	Le Lien Urantien — Número 7 — Otoño 1998
Le Lien Urantien — Issue 7 — Autumn 1998 — Contents	Le Lien Urantien — Número 7 — Otoño de 1998
The Urantia Book and Children	El libro de Urantia y los niños
Emergence and Finality of Worship	Surgimiento y propósito de la adoración
IUA Conference Reports	Informe de las conferencias de la IUA
Le Lien Urantien — Issue 8 — Winter 1998	Le Lien Urantien — Número 8 — Invierno 1998
Le Lien Urantien — Issue 8 — Winter 1998 — Contents	Le Lien Urantien — Número 8 — Invierno de 1998
The Intelligence of the Heart	Inteligencia del corazón
What is What Happens After Death?	¿Qué pasa después de la muerte?
Absolutes and Reality	Absolutos y realidad
1999	1999
Le Lien Urantien — Issue 9 — Spring 1999	Le Lien Urantien — Número 9 — Primavera 1999
Le Lien Urantien — Issue 9 — Spring 1999 — Contents	Le Lien Urantien — Número 9 — Primavera de 1999
Cooperation with the Adjuster	Cooperación con el Ajustador
Who Was Jesus?	¿Quién era Jesús?
The Three Great Human Experiences	Las tres grandes experiencias del ser humano
Trinitization	Trinitización
The Seven Circuits of Havona	Los siete circuitos de Havona
Le Lien Urantien — Issue 10 — Summer 1999	Le Lien Urantien — Número 10 — Verano 1999
Le Lien Urantien — Issue 10 — Summer 1999 — Contents	Le Lien Urantien — Número 10 — Verano de 1999
The Identification Process	El proceso de identificación
The Evolution of Fetishism and Idols “Sacred Books”	La evolución del fetichismo y los ídolos “libros sagrados”
Who Was Jesus? (Part 2)	¿Quién era Jesús? (2da parte)
Reflections on the Jesus Prayer	Reflexiones sobre la oración de Jesús
Joseph’s Death and Destiny	La muerte y el destino de José.
Le Lien Urantien — Issue 11 — Autumn 1999	Le Lien Urantien — Número 11 — Otoño 1999
Le Lien Urantien — Issue 11 — Autumn 1999 — Contents	Le Lien Urantien — Número 11 — Otoño de 1999
The Urantia Book in Africa	El libro de Urantia en África
Who Was Jesus? (end)	¿Quién era Jesús? (FIN)
Facts, Meanings, and Values	Hechos, significados y valores
Poem…	Poema…
Le Lien Urantien — Issue 12 — Winter 1999	Le Lien Urantien — Número 12 — Invierno 1999
Le Lien Urantien — Issue 12 — Winter 1999 — Contents	Le Lien Urantien — Número 12 — Invierno de 1999
“About” the Apostle Paul	“Acerca” del apóstol Pablo
The Decision Center	El centro de decisiones
My Adjuster and I	Mi Ajustador y yo
2000	2000
Le Lien Urantien — Issue 13 — Spring 2000	Le Lien Urantien — Número 13 — Primavera 2000
Le Lien Urantien — Issue 13 — Spring 2000 — Contents	Le Lien Urantien — Número 13 — Primavera de 2000
A fire	Un incendio
Melchizedek or the 2nd Revelation	Melquisedec o la 2da Revelación
Does God exist?	¿Existe Dios?
What Would Jesus do ?	“¿Qué haría Jesús?”
Le Lien Urantien — Issue 14 — Summer 2000	Le Lien Urantien — Número 14 — Verano 2000
Le Lien Urantien — Issue 14 — Summer 2000 — Contents	Le Lien Urantien — Número 14 — Verano de 2000
Variations around a Center of Gravity	Variaciones alrededor de un centro de gravedad
The Dual Nature of Supremacy	La naturaleza dual de la supremacía
Reflections on the Jesus Prayer (2)	Reflexiones sobre la Oración de Jesús (2)
The Mystery of the Maries	El misterio de las Marías
Le Lien Urantien — Issue 15 — Autumn 2000	Le Lien Urantien — Número 15 — Otoño 2000
Le Lien Urantien — Issue 15 — Autumn 2000 — Contents	Le Lien Urantien — Número 15 - Otoño de 2000
The Animal Mind	La mente animal
A Small, Well-Filled Bottle	Botella pequeña llena
Supreme Rant-ings	Desvaríos supremos
International Meeting of 2002 Progress Report No. 3	2002 Encuentro Internacional Avance No. 3
Report of the CNP Meeting in New York on August 2, 2000	Acta de la reunión del CNP en Nueva York el 2 de agosto de 2000
Le Lien Urantien — Issue 16 — Winter 2000	Le Lien Urantien — Número 16 — Invierno 2000
Le Lien Urantien — Issue 16 — Winter 2000 — Contents	Le Lien Urantien — Número 16 — Invierno de 2000
The Facets of Truth	Facetas de la verdad
UB Readers' Meeting	Reunión de lectores de LU
The Contraction of Space-Time	La contracción del espacio-tiempo
Proposals and Reflections on the 2002 Meeting	Propuestas y reflexiones sobre la reunión de 2002
2001	2001
Le Lien Urantien — Issue 17 — Spring 2001	Le Lien Urantien — Número 17 — Primavera 2001
Le Lien Urantien — Issue 17 — Spring 2001 — Contents	Le Lien Urantien — Número 17 — Primavera de 2001
Democracy	Democracia
Living Our Father's Will: A Daily Experience	Vivir la voluntad de nuestro Padre: una experiencia diaria
Good Behavior	Buen comportamiento
Relaxation Corner: The Mason and the Great Architect	Rincón de relajación: El albañil y el gran arquitecto
Regain	Recuperar
The Text of “Treasure” Explained	El texto del “Tesoro” explicado
To My Immortal Soul	A mi alma inmortal
Gazette Section: At the Mother House	Sección del boletín: En la empresa matriz
The Little Bottle Is Still Filling Up	La botellita todavía se está llenando.
Le Lien Urantien — Issue 18 — Summer 2001	Le Lien Urantien — Número 18 — Verano 2001
Le Lien Urantien — Issue 18 — Summer 2001 — Contents	Le Lien Urantien — Número 18 - Verano de 2001
Brief reflection on the mind	Breve reflexión sobre la mente
The role of emotions in spiritual research	El papel de las emociones en la búsqueda espiritual
Truth and lies or Facts and falsehood	Verdad y mentiras o Hechos y falsedades
Relaxation corner: Impressions of the future	Rincón de relajación: impresiones del futuro
The angel	El angel
After the meeting of May 2001 at N. D. des Lumiêres	Después de la reunión de mayo de 2001 en N. D. des Lumiêres
Le Lien Urantien — Issue 19 — Autumn 2001	Le Lien Urantien — Número 19 — Otoño 2001
Le Lien Urantien — Issue 19 — Autumn 2001 — Contents	Le Lien Urantien — Número 19 — Otoño de 2001
Anova (Part One)	Ánova (primera parte)
The Power to Choose	El poder de elegir
The Supreme, God the Sevenfold, Forces, Energies and Universal Control of Power: 100 Questions and Answers (1)	El Supremo, Dios Séptuplo, Fuerzas, Energías y Control Universal del Poder: 100 Preguntas y Respuestas (1)
Art and Testimonies	Arte y testimonios
Relaxation Corner Poem	Poema rincón de relajación
Le Lien Urantien — Issue 20 — Winter 2000	Le Lien Urantien — Número 20 — Invierno 2000
Le Lien Urantien — Issue 20 — Winter 2000 — Contents	Le Lien Urantien — Número 20 - Invierno de 2001
Life	La vida
Anova (Part Two)	Anova (segunda parte)
There are the Urantian Years and...	Están los años urantianos y...
The Supreme, God the Sevenfold, Forces, Energies and Universal Power Control: 100 Questions and Answers (2)	El Supremo, Dios Séptuplo, Fuerzas, Energías y Control Universal del Poder: 100 Preguntas y Respuestas (2)
Art and Testimonies	Arte y testimonios
2002	2002
Le Lien Urantien — Issue 21 — Spring 2002	Le Lien Urantien — Número 21 — Primavera 2002
Le Lien Urantien — Issue 21 — Spring 2002 — Contents	Le Lien Urantien — Número 21 — Primavera de 2002
The Fourth Age	La cuarta edad
Joy	Alegría
Freedom	Libertad
A Glimpse of the General Organization of the Master Universe and Theory of Totality by the Researchers of Uversa	Una mirada a la organización general del Universo Maestro y la teoría de la totalidad por investigadores de Uversa
Should a New Church Be Founded?	¿Deberíamos fundar una nueva iglesia?
Rotation	Rotación
Full Line from the Most High	Línea continua desde arriba
Le Lien Urantien — Issue 22 — Summer 2002	Le Lien Urantien — Número 22 — Verano 2002
Le Lien Urantien — Issue 22 — Summer 2002 — Contents	Le Lien Urantien — Número 22 — Verano de 2002
Reality Synthesis	Resumen de la realidad
Life Carriers	Portadores de vida
Teamwork	Trabajo en equipo
Seasons	Estaciones
Le Lien Urantien — Issue 23 — Autumn 2002	Le Lien Urantien — Número 23 — Otoño 2002
Le Lien Urantien — Issue 23 — Autumn 2002 — Contents	El vínculo urantiano – Número 23 – Otoño de 2002
Missions	Misiones
Does Man Need God to Live? Is It Weakness to Believe in God?	¿Necesita el hombre a Dios para vivir? ¿Es debilidad creer en Dios?
The Directors of the Census	Directores del Censo
Dalamatia, the City of the Hundreds of Caligastia, Dilmun, the City of the Nodites	Dalamatia, la ciudad de los cientos de Caligastia, Dilmun, la ciudad de los noditas
Retreats	Jubilaciones
Poem for Jesus	Poema para Jesús
Clarity	Claridad
August in Dourdan	Agosto en Dourdan
Le Lien Urantien — Issue 24 — Winter 2002	Le Lien Urantien — Número 24 — Invierno 2002
Le Lien Urantien — Issue 24 — Winter 2002 — Contents	Le Lien Urantien — Número 24 — Invierno de 2002
The Personality	Personalidad
If...	Si...
The Providence of God	La providencia de Dios
Sudden Awakening	Despertar repentino
2003	2003
Le Lien Urantien — Issue 25 — Spring 2003	Le Lien Urantien — Número 25 — Primavera 2003
Le Lien Urantien — Issue 25 — Spring 2003 — Contents	Le Lien Urantien — Número 25 — Primavera de 2003
Approaching some scientific aspects of The Urantia Book	Aproximación a algunos aspectos científicos del Libro de Urantia
Ignorance	Ignorancia
Story of a visit	Historia de una visita
Sudden awakening (second part)	Despertar repentino (segunda parte)
Words of love	Palabras de amor
Le Lien Urantien — Issue 26 — Summer 2003	Le Lien Urantien — Número 26 — Verano 2003
Le Lien Urantien — Issue 26 — Summer 2003 — Contents	Le Lien Urantien — Número 26 — Verano de 2003
Material Time — Morontia Time — Spiritual Time - “The Importance of Time According to The Urantia Book”	Tiempo material – tiempo morontial – tiempo espiritual – “la importancia del tiempo según el Libro de Urantia”
A Little Personal Theory on the Proof of God's Existence	Una pequeña teoría personal sobre la prueba de la existencia de Dios.
First Meeting. Story of a Visit	Primera reunión. Historia de una visita
“The Will of God”: Elucubration or God, My Best Friend?!	“La voluntad de Dios”: ¡¿despotricar o Dios, mi mejor amigo?!
Le Lien Urantien — Issue 27 — Autumn 2003	Le Lien Urantien — Número 27 — Otoño 2003
Le Lien Urantien — Issue 27 — Autumn 2003 — Contents	Le Lien Urantien — Número 27 — Otoño de 2003
Material Time — Morontia Time — Spiritual Time - “The Importance of Time According to The Urantia Book” (2)	Tiempo material - tiempo morontial - tiempo espiritual - la importancia del tiempo según el Libro de Urantia (2)
The Hidden Version of Part IV of The Urantia Book	La versión oculta de la cuarta parte del Libro de Urantia
Reincarnation, Truth or Superstition?	Reencarnación, ¿verdad o superstición?
Doubt and Doubts	Dudas y dudas
Doubt	Duda
August 21, 2003	21 de agosto de 2003
Le Lien Urantien — Issue 28 — Winter 2003	Le Lien Urantien — Número 28 — Invierno 2003
Le Lien Urantien — Issue 28 — Winter 2003 — Contents	Le Lien Urantien — Número 28 - Invierno de 2003
Carolyn Kendall talks about history the Time factor	Carolyn Kendall habla de historia The Time Postman
The art of living — according to Jesus and the Urantia Book	El arte de vivir: según Jesús y el libro de Urantia
The 100 Factor or the 757,575 years that separate us (maybe) from Paradise	El Factor 100 o los 757.575 años que nos separan (quizás) del Paraíso
Humor, laughter and smiles in the Urantia Book	Humor, risas y sonrisas en el Libro de Urantia
Report of the Armeau meeting: November 2003	Informe de la reunión de Armeau: noviembre de 2003
Relaxation corner: I am no longer afraid	Zona de relajación: Ya no tengo miedo
Testimony	Testimonio
2004	2004
Le Lien Urantien — Issue 29 — Spring 2004	Le Lien Urantien — Número 29 — Primavera 2004
Le Lien Urantien — Issue 29 — Spring 2004 — Contents	Le Lien Urantien — Número 29 — Primavera de 2004
What are “black holes”?	¿Qué son los “agujeros negros”?
Triptych	Tríptico
Reflections	Pensamientos
Should we juggle with numbers?	¿Deberíamos hacer malabarismos con los números?
For a friend	Para un amigo
Other eyes, other skies...	Otros ojos, otros cielos...
A life must die	Una vida debe morir
Love dissolves differences...	El amor disuelve las diferencias...
Le Lien Urantien — Issue 30 — Summer 2004	Le Lien Urantien — Número 30 — Verano 2004
Le Lien Urantien — Issue 30 — Summer 2004 — Contents	Le Lien Urantien — Número 30 — Verano de 2004
The great challenge	El gran desafío
Beauty	Belleza
From matter to Spirit via the mind	De la materia al Espíritu vía la mente
Sharing The Urantia Book with young teens.	Compartiendo el Libro de Urantia con jóvenes adolescentes.
Form and Resurrection	Forma y resurrección
Le Lien Urantien — Issue 31 — Autumn 2004	Le Lien Urantien — Número 31 — Otoño 2004
Le Lien Urantien — Issue 31 — Autumn 2004 — Contents	Le Lien Urantien — Número 31 - Otoño de 2004
Cosmic Consciousness	Conciencia Cósmica
Discernment and Free Will	Discernimiento y libre albedrío
Bridges, walkways and rope ladders	Puentes, pasarelas y escaleras de cuerda.
Nostalgia	Nostalgia
Magic	Magia
Le Lien Urantien — Issue 32 — Winter 2004	Le Lien Urantien — Número 32 — Invierno 2004
Le Lien Urantien — Issue 32 — Winter 2004 — Contents	Le Lien Urantien — Número 32 — Invierno de 2004
Becoming What I AM	Conviértete en lo que SOY
Reason and Faith	Razón y fe
Hasty Judgment	Juicio apresurado
Where Metaphysics Totally Fails	Donde la metafísica falla totalmente
Testimony: Diamond Wedding or Smiling Philosophy of Serene Octogenarians	Testimonio: Bodas de Diamante o la filosofía sonriente de octogenarios serenos
Absence	Ausencia
2005	2005
Le Lien Urantien — Issue 33 — Spring 2005	Le Lien Urantien — Número 33 — Primavera 2005
Le Lien Urantien — Issue 33 — Spring 2005 — Contents	Le Lien Urantien — Número 33 — Primavera de 2005
Proposal of a reading method	Propuesta de método de lectura
The friend of God	Amigo de dios
The search for God is the search for his three values: truth beauty goodness	La búsqueda de Dios es la búsqueda de sus tres valores: verdad, belleza y bondad.
Thought	Pensamiento
Le Lien Urantien — Issue 34 — Summer 2005	Le Lien Urantien — Número 34 — Verano 2005
Le Lien Urantien — Issue 34 — Summer 2005 — Contents	Le Lien Urantien — Número 34 — Verano de 2005
Contact	Contacto
Theoretical Explanation of Creation	Explicación teórica de la creación.
God the Absolute	Dios el absoluto
Pentecost of the Year 30: Forty or Fifty Days After Easter?	Pentecostés del año 30: ¿cuarenta o cincuenta días después de Pascua?
The Impossible Dialogue with Fundamentalists	El diálogo imposible con los fundamentalistas
Le Lien Urantien — Issue 35 — Autumn/Winter 2005	Le Lien Urantien — Número 35 — Otoño/Invierno $2
Le Lien Urantien — Issue 35 — Autumn/Winter 2005 — Contents	Le Lien Urantien — Número 35 - Otoño/Invierno de 2005
Understanding your neighbor	Entendiendo a tu prójimo
Science, philosophy, religion and revelation	Ciencia, filosofía, religión y revelación.
From matter to spirit via the mind	De la materia al espíritu a través de la mente
For a friend	Para un amigo
Serenity	Serenidad
2006	2006
Le Lien Urantien — Issue 36 — Spring 2006	Le Lien Urantien — Número 36 — Primavera 2006
Le Lien Urantien — Issue 36 — Spring 2006 — Contents	Le Lien Urantien — Número 36 — Primavera de 2006
Spiritual Attraction	Atracción espiritual
The Trinity	La Santísima Trinidad
The Urantia Movement	El movimiento urantiano
Spiritual Sovereignty	Soberanía espiritual
Who Am I? — Where Do We Come From? — Where Are We Going? What Is the Purpose of Life?	¿Quién soy yo? —¿De dónde venimos? — ¿Adónde vamos? ¿Cuál es el propósito de la vida?
Le Lien Urantien — Issue 37 — Autumn 2006	Le Lien Urantien — Número 37 — Otoño 2006
Le Lien Urantien — Issue 37 — Autum 2006 — Contents	Le Lien Urantien — Número 37 - Otoño de 2006
The President's Word	Una palabra del presidente
Knowledge and Truth	Conocimiento y verdad
Dual Nature	Naturaleza dual
General Semantics and The Urantia Book	La semántica general y el libro de Urantia
“Faith”	Fe
ME!	¡A MÍ!
When He Passed By	Cuando pasó
The Game of “I Find Myself”	El juego del “me encuentro”
Report of the Meeting at the Grand Seminary of Lorraine	Informe de la reunión en el Gran Seminario de Lorena
Le Lien Urantien — Issue 38 — Hiver 2006	Le Lien Urantien — Número 38 — Invierno 2006
Le Lien Urantien — Issue 38 — Hiver 2006 — Contents	Le Lien Urantien — Número 38 - Invierno de 2006
The President's Word	Una palabra del presidente
Essays to explain the concept of living truth	Intentos de explicar el concepto de verdad viva.
Humans and their double	El humano y su doble
Worship God? An invitation to travel outside of space-time	¿Adorar a Dios? una invitación a viajar fuera del espacio-tiempo
A Reader's Experience, an experience to draw from	La experiencia de un lector, una experiencia de la que aprender
Testimony on the meeting in Armeau	Testimonio sobre el encuentro de Armeau
Sharing on spiritual teachings and leaders	Compartiendo enseñanzas y líderes espirituales
Report of the Armeau meeting	Informe de la reunión de Armeau
2007	2007
Le Lien Urantien — Issue 39 — Summer 2007	Le Lien Urantien — Número 39 — Verano 2007
Le Lien Urantien — Issue 39 — Summer 2007 — Contents	Le Lien Urantien — Número 39 — Verano de 2007
A Word from the President	Una palabra del presidente
Spiritual Wisdom and Genetic Knowledge	Sabiduría espiritual y conocimiento genético.
Brother Dominique's Corner	El rincón del hermano Dominique
Genese	Génesis
The Tulip	El tulipán
The Story of Life	La historia de la vida.
Memories Memories	Recuerdos Recuerdos
Annual Meeting at Notre Dame des Lumières	Reunión anual en Notre Dame des Lumières
Reflections from Georges & Marlene	Reflexiones de Georges y Marlene
Le Lien Urantien — Issue 40 — Autumn 2007	Le Lien Urantien — Número 40 — Otoño 2007
Le Lien Urantien — Issue 40 — Autum 2007 — Contents	Le Lien Urantien — Número 40 - Otoño de 2007
The President's Word	Una palabra del presidente
The Biological Improvement of Humanity	La mejora biológica de la humanidad.
Some Thoughts and Questions of Me	Algunos pensamientos y preguntas sobre mí
After the Death of His Life Companion	Tras la muerte de su compañero de vida
Thank You, My God	Gracias dios
Brother Dominique's Corner	El rincón del hermano Dominique
Michael's Birthday of August 21, 2007	Cumpleaños de Micaël el 21 de agosto de 2007.
Little Morontia Bubbles	Pequeñas burbujas morontiales
Urantia Book Study Group June 1979 — Letter No. 2	Grupo de Estudio del Libro de Urantia, junio de 1979 — Carta nº 2
Le Lien Urantien — Issue 41 — Hiver 2007	Le Lien Urantien — Número 41 — Invierno 2007
Le Lien Urantien — Issue 41 — Hiver 2007 — Contents	Le Lien Urantien — Número 41 — Invierno de 2007
The President's Word	Una palabra del presidente
Presentation of the Book	Presentación del libro
A Little Reflection on the Power of Loving (Part 1)	Una pequeña reflexión sobre el poder de amar (parte 1)
Story: The Barn	Cuento: El granero
AFLLU Autumn Meeting in AIX-LES-BAINS	Reunión de otoño de la AFLLU en AIX-LES-BAINS
Reflection on Infidelity	Reflexión sobre la infidelidad
Trinity of Supremacy	Trinidad de supremacía
Brother Dominique's Corner	El rincón del hermano Dominique
Georges & Marlène's Thoughts	Reflexiones de Georges y Marlène
2008	2008
Le Lien Urantien — Issue 42 — Spring 2008	Le Lien Urantien — Número 42 — Primavera 2008
Le Lien Urantien — Issue 42 — Spring 2008 — Contents	Le Lien Urantien — Número 42 — Primavera de 2008
The President's Word	Una palabra del presidente
Presentation of the Book	Presentación del libro
A Little Reflection on the Power of Loving (Part 2)	Una pequeña reflexión sobre el poder de amar (parte 2)
The 7 Jubilees	Los 7 jubileos
The Book and its Sources	El Libro y sus fuentes
The Winter Wind	El viento de invierno
The Essentials	Lo esencial
Brother Dominique's Corner	El rincón del hermano Dominique
Le Lien Urantien — Issue 43 — Summer 2008	Le Lien Urantien — Número 43 — Verano 2008
Le Lien Urantien — Issue 43 — Summer 2008 — Contents	Le Lien Urantien — Número 43 — Verano de 2008
Prelude: The President's Word	Preludio: Unas palabras del Presidente
Editorial	Editorial
Le Point: Dinard	El punto: Dinard
National Meeting from May 22 to May 25	Encuentro nacional del 22 al 25 de mayo
Study: Agondontarians	Estudio: Agondoncia
On the feeling of existing	Sobre el sentimiento de existir
Le Lien Urantien — Issue 44 — Autumn 2008	Le Lien Urantien — Número 44 — Otoño 2008
Le Lien Urantien — Issue 44 — Autum 2008 — Contents	Le Lien Urantien — Número 44 — Verano de 2008
The Guest	El invitado
Spring: Study of the Future	Primavera: estudio del futuro
Words of Life	Palabras de vida
How Beautiful You Have Made the Earth!	¡Qué hermosa has hecho la tierra!
Messenger Molecules	Moléculas mensajeras
Le Lien Urantien — Issue 45 — Winter 2008	Le Lien Urantien — Número 45 — Invierno 2008
Le Lien Urantien — Issue 45 — Winter 2008 — Contents	Le Lien Urantien — Número 45 — Verano de 2008
Editorial: It is written!	Editorial: ¡Está escrito!
Appellations of the Mystery Monitor	Nombres del Monitor Misterioso
The guest	El invitado
How big is Paradise	¿Qué tan grande es el paraíso?
The Self and the Ego	El yo y el ego
The Parable of the Oyster	La parábola de la ostra
Suresnes 21-23 November 08	Suresnes 21-23 noviembre 08
Strands of Life	Hilos de vida
A day in Suresnes	Un día en Suresnes
Other Sheep	Otras ovejas
In the spiritual life	En la vida espiritual
2009	2009
Le Lien Urantien — Issue 46 — Spring 2009	Le Lien Urantien — Número 46 — Primavera 2009
Le Lien Urantien — Issue 46 — Spring 2009 — Contents	Le Lien Urantien — Número 46 - Primavera de 2009
The President's Note	La nota del presidente
Guest: Dutch Urantia Association	Invitado: Asociación Urantia Holandesa
Levels of Realization	Niveles de logro
Personal Growth - Arrival Mansion Worlds	Crecimiento Personal - Arrival Worlds Houses
The Ego and the Self	El ego y el yo
Guten Tag Urantia!	¡Guten Tag Urantia!
Make Yourself	Tú
Blue Eyes	Ojos azules
Get Your Calculators	En tus calculadoras
Self-Healing	Autosanación
Brother Dominique's Little Corner	El pequeño rincón del hermano Dominique
Le Lien Urantien — Issue 47 — Summer 2009	Le Lien Urantien — Número 47 — Verano 2009
Le Lien Urantien — Issue 47 — Summer 2009 — Contents	Le Lien Urantien — Número 47 — Verano de 2009
The President's Note	La nota del presidente
Guest: Chilean Urantia Association	Invitado: Asociación Urantia de Chile
Human Philosophy and Mota	Filosofía humana y mota.
Meeting of 21.02.09	Reunión del 21.02.09
Tolerance	Tolerancia
Of the Word	De la palabra
Love	Amar
Having Wheat	Tener trigo
A Thousand Thanks	Muchas gracias
Doing the Father's Will	Haz la voluntad del Padre
Brother Dominique's Little Corner	El pequeño rincón del hermano Dominique
Le Lien Urantien — Issue 48 — Autumn 2009	Le Lien Urantien — Número 48 — Otoño 2009
Le Lien Urantien — Issue 48 — Autum 2009 — Contents	Le Lien Urantien — Número 48 — Otoño de 2009
The Guest: The Extraterrestrial Usain Bolt	El invitado: el extraterrestre Usain Bolt
Human Philosophy and Mota (2)	Filosofía humana y mota (2)
The Osteoclast	El osteoclasto
Happiness	Felicidad
Serenity	Serenidad
Love and Respect for Life	Amor y respeto por la vida.
Rodan's Papers	Papeles Rodán
The Sailboat	El velero
When the Wind Blows at Night...	Cuando el viento sopla por la noche...
Brother Dominique's Little Corner	El pequeño rincón del hermano Dominique
Le Lien Urantien — Issue 49 — Winter 2009	Le Lien Urantien — Número 49 — Invierno 2009
Le Lien Urantien — Issue 49 — Winter 2009 — Contents	Le Lien Urantien — Número 49 — Invierno de 2009
The Living Water of UB	L'Eau Vive du LU
The President’s Note	La nota del presidente
Jean-François and the Seahorse	Jean-François y el caballito de mar
National Meeting at Notre Dame de Lumières	Encuentro nacional en Notre Dame de Lumières
Indefinite Pronouns	Pronombres indefinidos
Uncertainty and Security	Incertidumbre y seguridad
God, the Consumer of Universal Destiny	Dios, Consumidor del Destino Universal
The Apostles – The Lion	Los Apóstoles – El León
Our Emotions	Nuestras emociones
Gift of Love	Regalo de amor
Brother Dominique’s Little Corner	El pequeño rincón del hermano Dominique
2010	2010
Le Lien Urantien — Issue 50 — Spring 2010	Le Lien Urantien — Número 50 — Primavera 2010
Le Lien Urantien — Issue 50 — Spring 2010 — Contents	Le Lien Urantien — Número 50 - Primavera de 2010
Prayer	La oración
Malek Jân Ne’mati	Malek Jân Ne'mati
The “Our Father”	El “Padre Nuestro”
Maxi Quiz No. 1 Questions	Maxien cuestionario n°1 Las preguntas
Study of Prayers	Estudio de oraciones
The Presence of God	La presencia de Dios
Gift of Love (2)	Regalo de amor (2)
The Dual Nature	La doble naturaleza
Maxi Quiz No. 1 Answers	Maxien cuestionario n°1 Las respuestas
Brother Dom’s Little Corner	El pequeño rincón del hermano Dom
Le Lien Urantien — Issue 51 — Summer 2010	Le Lien Urantien — Número 51 — Verano 2010
Le Lien Urantien — Issue 51 — Summer 2010 — Contents	Le Lien Urantien — Número 51 - Verano de 2010
Gratitude	Reconocimiento
Bahaism	Bahaísmo
The “Our Father”	El «Padre Nuestro»
Maxi Quiz No. 2 Questions	Maxien cuestionario n°2 Las preguntas
The Philosophy That Saves	La filosofía que salva
Jesus’ Attitude Toward Women	La actitud de Jesús hacia las mujeres
Light, Light!	¡Luz, luz!
Meeting of 06.03.2010	Reunión del 03.06.2010
Trust	Confianza
Chales	Chales
Hermeticism and Eugenics	Hermetismo y eugenesia
Lyrical Pages	Páginas de letras
Being right or being happy	Tener razón o ser feliz.
Maxi Quiz n°2 The answers	Maxien cuestionario n°2 Las respuestas
Le Lien Urantien — Issue 52 — Autumn 2010	Le Lien Urantien — Número 52 — Otoño 2010
Le Lien Urantien — Issue 52 — Autum 2010 — Contents	El vínculo urantiano – Número 52 – Otoño de 2010
Humor	Humor
Elisabeth Sombart, the pianist of the Angels	Elisabeth Sombart, la pianista de Les Anges
